comment,star,likesCount
说到知识分子群像，《围城》是绕不过去的一本书，《应物兄》仿佛有想要超过围城的野望，可惜到底是成了折翼的鸟人，围城一书的氛围比应物兄好多了，而且那些抖机灵的段子实在经典而又生动，更何况方鸿渐还算个文学青年有时显得还挺可爱，而应物兄真的浸染在名利场里太久了，真的看起来像条狗，也不知道会有谁能get到这个人物的可爱点。如今除了文学青年，还有多少人愿意去看一本小说呢？尤其还是一本正经向的小说。,很差,1
呃，俗气的我读这本书全靠着期待下流段落，但还是在上海书城看睡着了……,还行,1
给我的感受是“原来一直努力十三年也不见得会写出什么好的文字”,,
写作还是要靠天赋，写不出好的硬写也只会是平平常常。,还行,1
作者真是把自己的无聊和啰嗦强加给学者们了。,较差,1
要当文学家，不要当文痞。文学不是请客吃饭，更不是耍流氓。,较差,1
花了一个月时间读完，读完像过了一生。书中人物走马灯似的闹哄哄你方唱罢我登场，常伴左右的，尽是蝇营狗苟之辈。着墨不多的那几个，却有着高贵的人格的品质。主角应物兄是个扁平人物，你可以说他不以物喜不以己悲，也可以说他中庸。以他的视角，展示知识分子群像，用辛辣讽刺的笔墨，多是丑陋，鲜有闪光。,,
不足之处也有，一是篇幅太过冗长，二是偶尔刻意讽刺反而显得无聊。,,
象牙塔本身是个戏台，演完了就落幕，每一个人的命运，都忽喇喇似大厦倾。全书翻完，唯有唏嘘不已。 ,推荐,0
None,推荐,0
只有掉书袋，毫无文学性,很差,1
啥破玩意儿？？？读了三分之一实在读不进去了，想搞当代儒林外史《废都》了解一下，虽然多年之后我已经忘了里边的具体情节，但是那天半夜看完最后一页之后心里的沉重和压抑让我印象很深。相比之下，《应物兄》实在是面目模糊，节奏拖沓，想刺痛的全打空。其实翻来第一页看到作者简介和开篇一顿猛夸，我就应该知道会是这样。一个不够坦诚，不想暴露脆弱和困惑的作家，怎么可能写出好东西。,较差,3
1. 读起来有一种作者试图把围城的小机灵段子填进昆德拉的弱情节弱人物散漫间杂掉书袋体之中但并不是太成功的感觉。 2.也并不是中国的斯通纳，斯通纳是讲学院的，这是讲市井的。当然这不怪作者，中国的学院本来就是市井。,还行,1
看不懂知识分子在干什么。记住的细节是，应物兄的胸怀真宽广，老婆跟邻居搞事情还能原谅两人。,较差,2
无聊至极,很差,6
等了半年，今晨读完。言犹未尽，曲散人在。人情世态，不过尔耳,力荐,4
一群高级知识份子唠臭氧层子嗑，写臭氧层子书，干臭氧层子事。,,
若是将此书跟红楼梦金瓶梅比自是不如，本书倒更接近夏目漱石的《我是猫》，不同之处在于我是猫讽刺的是小知识分子，本书写得则是这个国家最顶尖的那群知识分子。,推荐,1
读到70%，实在读不下去了，不是不好，而是…呃，嗯，我都看厌倦了，这书里的人活得还不够厌倦么,还行,1
上还能读，,,
下完全读不进去。,,
讲的是知识分子，,,
可没啥意思，,,
也许知识分子也没啥意思。,还行,1
开头很惊艳，后面就逐渐变得无聊起来。并且来说，后面还有一卷呢！,推荐,0
胡向东老师在《应物兄》出版后便着迷的花了两三天时间看完了，并在班上推荐，当时苦于书价过高，一直寻找电子资源，微信读书一上架。便开始读，完全没有老师介绍的那么引人入胜，甚至有些读不下去，我以为是我的问题，看了豆瓣一致的差评，才觉得小说的确没有那么成功，胡向东老师喜欢或许他处于小说所描写的圈子里，或许有些共鸣，但我觉得豆瓣的评分是高于这本小说实际的阅读价值的，还不如看我的《钱学森传》……,较差,2
有一说一，没宣传的那么好！,较差,2
看完就是浪费时间，小说内容写的就是杂记，茅奖就这,还行,1
学习经史子集的叙述方式,,
可 既没有如经史子集般的故事,,
文笔也不如经史子集似的优秀,较差,2
  看了一半，啰啰嗦嗦掉书袋，不明白13年就写这样，也许我们领悟能力太差。,推荐,1
听说获奖了？？？,还行,1
脑壳痛 一年多终于看完 看完下 已经忘了上 文史文博爱好者住村里的可能喜欢书中的风土人情吧,推荐,1
拖沓,None,0
上册有余暇，填了不少段子；下册绷得紧，猛塞各种窟窿。所谓浩瀚时代星图，终归架不住斗转星移。望远镜能捕捉到的，皆是往昔的星空。令人动容的片段，已然沉没于此。,较差,0
2019.10.22—12.4，贵池—星沙。,推荐,0
喜欢,力荐,0
需要读很多遍的小说，越读越觉得好,力荐,0
终于看完。,,
这本书很长很长。,,
长到看到后面就差点忘了前面。,,
有空还是要再看一遍。,还行,0
2020年的第1本书。,,
李洱在写作时一定明白这本书是小众的，排外的。甚至我作为读者会觉得，他根本不希冀读者能够理解他，只希望读者能够追随他。,,
行文过程中抖落一点博学的痕迹当然赏心悦目，但拼命掉书袋又是另一回事。这本书更像是冷门的科普读物。主人公应物兄或许懂得“过犹不及”，但作者可能忘了。,还行,0
不推荐,较差,1
后半乏力,推荐,0
放在床头，断断续续读完。太严肃的人不适合读，一盘散沙嘛。,,
特点是生活细节和人物关系真实，同时跨越时空，加入很多荒诞。形成了一盘很特殊的蛋炒饭。作者的抱负不在于文学，毕竟文学解决不了任何问题。故意的慵懒，成了半真半假的一部当代史。,推荐,0
2018年底，在苏州街报亭翻杂志时，第一次看到这部小说，第一印象是有点故弄玄虚。5月1日傍晚，在李宗陶写马原的文章里看到李洱，发现他是河南济源人，因为去过济源，所以对他起了兴趣，当即找出这部小说，读完开头四章，愿意继续读下去。我喜欢这种写知识分子与当下时代之间张力的题材。假期四五天主要就是读这本小说了。毛病很明显：语言啰嗦枝蔓，作者忍不住无节制地卖弄知识点，还有个别不太合理处。但我读书少，总体感觉，这是一部很好的小说，近乎当代儒林外史。与格非的春尽江南相比，胜在人物关系和故事情节的深入繁杂，不止写出学术圈中人的无奈和无耻，也带出了更丰富的面向；差在语言的简洁准确。20200505,推荐,0
阅读体验很复杂。看开头觉得就是胡闹，尤其主角嘴里被塞上卫生纸那段，真实的知识分子可能更龌龊，但这种糟践的写法实在过于轻佻，内心很不喜。往后看，逐渐一点点扳回来了，学界的门道吃得很透，到底比阎连科的疯魔强。可虽有《花腔》的葛任跟当代知识分子互文，主题并不复杂，人物刻画不沉，砍了四十万字仍然显水。看到1/3处，知识分子应酬敷演，突然品出了古白话的味道，节奏一下子显得从容舒展许多。再往后，每到主角夫子自道和回忆往事，那股气就又遗憾地软塌塌泄下去。《儒林》和《围城》不可得兼，再说《围城》写人笔墨也很经济。能有点儿理解为什么给茅盾，尤其倒数十来章回光返照，虽然有点儿矫情，但芸娘和文德能多少有点儿杜少卿挽歌的意思。我还是更怀念《花腔》的李洱。,还行,0
虚几应物，恕而后行。,推荐,0
暗喻和典故都没什么障碍，写丧家犬的李零，心得的于丹，易中天都出现了，本来以为是暗讽，跳着看又好像不是，不太好看，也找不到继续阅读下去的理由，人物众多也只是陷在泥藻里，事情情节也没个取舍，像夏天午睡时没完没了的蝉鸣。,None,0
七分吧，前半部分其实蛮合我的胃口，但之后的文字就开始抗拒我的阅读。,推荐,0
这个时代知识分子的虚无主义,还行,0
写知识，是写思想，或者说，是知识\思想遭遇真实时的乱象，是应物还是执道？所谓“拟态”，不宜以其视为反讽，是在二元对立之外或之间，去“正面强攻”，去求解的,力荐,0
掉书袋太过了，人物刻画少了,还行,0
狗屁不通,还行,3
文学的美感没有展开，讽刺的深度隔靴搔痒，故事性也比较一般,还行,3
知识分子，及当代人的无力感被时代裹挟,推荐,0
杰作，必成经典。单看书名，又是先锋小说，本以为会晦涩难懂，没想到那么好看。不仅文字好，寓意深刻，跟之前作品相比，超前迈了很大一步。应物兄的境遇，值得同情，令人深思。非常喜欢这部皇皇巨著，茅盾文学奖受之无愧。,力荐,0
虚已应物，恕而后行。,推荐,0
展示了作者对儒学的理解，各种有趣细节也不少。不过，高校里怎么回事作者理解和掌握不够深刻，也没有啥触动。可以翻翻看。,还行,0
#83，从大佬要回国写起，挖人开办国学研究院，后面的向未开办的国学研究院塞人，为了大佬的喜好大兴土木的做文章，可却不是做真的文章，只是为了给旧城改造找一个好的理由。总体而言小说还是长了点，如果可以做到精简点，将更加好看。,推荐,0
这是有辱斯文的儒林，还是与时偕行的中庸之道？与其说是济州大学界犹存的斯文，不如说是经济大潮裹挟的文坛悲哀。,,
